fecha,hora,valor,codigo_fase
2021-11-10,02:59:00,2.59,4
2021-11-10,03:06:00,3.06,2
2021-11-10,03:06:00,3.06,3
2021-11-10,03:13:00,3.13,2
2021-11-10,03:13:00,3.13,3
2021-11-10,03:40:00,3.4,1
2021-11-10,03:40:00,3.4,3
2021-11-10,03:42:00,3.42,1
2021-11-10,03:42:00,3.42,2
2021-11-10,03:48:00,3.48,2
2021-11-10,03:48:00,3.48,3
2021-11-10,04:14:00,4.14,2
2021-11-10,04:14:00,4.14,3
2021-11-10,04:39:00,4.39,1
2021-11-10,04:39:00,4.39,2
2021-11-10,04:40:00,4.4,1
2021-11-10,04:40:00,4.4,2
2021-11-10,05:13:00,5.13,1
2021-11-10,05:13:00,5.13,2
2021-11-10,05:16:00,5.16,1
2021-11-10,05:16:00,5.16,2
2021-11-10,05:29:00,5.29,2
2021-11-10,05:29:00,5.29,3
2021-11-10,05:45:00,5.45,1
2021-11-10,05:45:00,5.45,3
2021-11-10,05:46:00,5.46,1
2021-11-10,05:46:00,5.46,3
2021-11-10,06:07:00,6.07,2
2021-11-10,06:07:00,6.07,3
2021-11-10,06:21:00,6.21,1
2021-11-10,06:21:00,6.21,2
2021-11-10,06:22:00,6.22,1
2021-11-10,06:22:00,6.22,3
2021-11-10,06:35:00,6.35,1
2021-11-10,06:35:00,6.35,3
2021-11-10,06:36:00,6.36,1
2021-11-10,06:36:00,6.36,3
2021-11-10,07:04:00,7.04,1
2021-11-10,07:04:00,7.04,3
2021-11-10,07:05:00,7.05,1
2021-11-10,07:05:00,7.05,3
2021-11-10,07:09:00,7.09,1
2021-11-10,07:09:00,7.09,3
2021-11-10,07:10:00,7.1,1
2021-11-10,07:10:00,7.1,3
2021-11-10,07:26:00,7.26,1
2021-11-10,07:26:00,7.26,3
2021-11-10,07:27:00,7.27,1
2021-11-10,07:27:00,7.27,3
2021-11-10,07:34:00,7.34,1
2021-11-10,07:34:00,7.34,3
2021-11-10,07:35:00,7.35,1
2021-11-10,07:35:00,7.35,3
2021-11-10,07:50:00,7.5,1
2021-11-10,07:50:00,7.5,3
2021-11-10,07:51:00,7.51,1
2021-11-10,07:51:00,7.51,3
2021-11-10,08:00:00,8.0,1
2021-11-10,08:00:00,8.0,3
2021-11-10,08:01:00,8.01,1
2021-11-10,08:01:00,8.01,3
2021-11-10,08:04:00,8.04,1
2021-11-10,08:04:00,8.04,3
2021-11-10,08:05:00,8.05,1
2021-11-10,08:05:00,8.05,3
2021-11-10,08:10:00,8.1,1
2021-11-10,08:10:00,8.1,3
2021-11-10,08:11:00,8.11,1
2021-11-10,08:11:00,8.11,3
2021-11-10,08:13:00,8.13,1
2021-11-10,08:13:00,8.13,3
2021-11-10,08:18:00,8.18,1
2021-11-11,03:18:00,3.18,3
2021-11-11,03:20:00,3.2,3
2021-11-11,03:20:00,3.2,4
2021-11-11,03:26:00,3.26,3
2021-11-11,03:26:00,3.26,4
2021-11-11,03:46:00,3.46,1
2021-11-11,03:46:00,3.46,3
2021-11-11,03:47:00,3.47,1
2021-11-11,03:47:00,3.47,3
2021-11-11,03:48:00,3.48,3
2021-11-11,03:48:00,3.48,4
2021-11-11,03:56:00,3.56,3
2021-11-11,03:56:00,3.56,4
2021-11-11,03:57:00,3.57,3
2021-11-11,03:57:00,3.57,4
2021-11-11,04:03:00,4.03,3
2021-11-11,04:03:00,4.03,4
2021-11-11,04:07:00,4.07,1
2021-11-11,04:07:00,4.07,3
2021-11-11,04:08:00,4.08,1
2021-11-11,04:08:00,4.08,3
2021-11-11,04:15:00,4.15,1
2021-11-11,04:15:00,4.15,3
2021-11-11,04:16:00,4.16,1
2021-11-11,04:16:00,4.16,2
2021-11-11,04:23:00,4.23,1
2021-11-11,04:23:00,4.23,2
2021-11-11,04:24:00,4.24,1
2021-11-11,04:24:00,4.24,3
2021-11-11,05:12:00,5.12,1
2021-11-11,05:12:00,5.12,3
2021-11-11,05:13:00,5.13,1
2021-11-11,05:13:00,5.13,3
2021-11-11,05:19:00,5.19,1
2021-11-11,05:19:00,5.19,3
2021-11-11,05:20:00,5.2,1
2021-11-11,05:20:00,5.2,3
2021-11-11,05:25:00,5.25,1
2021-11-11,05:25:00,5.25,3
2021-11-11,05:26:00,5.26,1
2021-11-11,05:26:00,5.26,2
2021-11-11,05:39:00,5.39,2
2021-11-11,05:39:00,5.39,3
2021-11-11,06:14:00,6.14,2
2021-11-11,06:14:00,6.14,3
2021-11-11,06:28:00,6.28,2
2021-11-11,06:28:00,6.28,3
2021-11-11,06:40:00,6.4,1
2021-11-11,06:40:00,6.4,3
2021-11-11,06:41:00,6.41,1
2021-11-11,06:41:00,6.41,3
2021-11-11,06:47:00,6.47,2
2021-11-11,06:47:00,6.47,3
2021-11-11,07:03:00,7.03,1
2021-11-11,07:03:00,7.03,2
2021-11-11,07:05:00,7.05,1
2021-11-11,07:05:00,7.05,3
2021-11-11,07:07:00,7.07,1
2021-11-11,07:07:00,7.07,3
2021-11-11,07:08:00,7.08,1
2021-11-11,07:08:00,7.08,2
2021-11-11,07:24:00,7.24,2
2021-11-11,07:24:00,7.24,3
2021-11-11,08:01:00,8.01,2
2021-11-11,08:01:00,8.01,3
2021-11-11,08:08:00,8.08,1
2021-11-11,08:08:00,8.08,2
2021-11-11,08:09:00,8.09,1
2021-11-11,08:09:00,8.09,2
2021-11-11,08:26:00,8.26,1
2021-11-11,08:26:00,8.26,2
2021-11-11,08:27:00,8.27,1
2021-11-11,08:27:00,8.27,2
2021-11-11,08:32:00,8.32,2
2021-11-11,08:32:00,8.32,3
2021-11-11,08:41:00,8.41,1
2021-11-11,08:41:00,8.41,3
2021-11-11,08:42:00,8.42,1
2021-11-11,08:42:00,8.42,3
2021-11-11,08:46:00,8.46,1
2021-11-11,08:46:00,8.46,3
2021-11-11,08:47:00,8.47,1
2021-11-11,08:47:00,8.47,3
2021-11-11,08:51:00,8.51,1
2021-11-11,08:51:00,8.51,3
2021-11-11,08:53:00,8.53,1
2021-11-11,08:53:00,8.53,3
2021-11-11,08:54:00,8.54,1
2021-11-11,08:54:00,8.54,3
2021-11-11,08:55:00,8.55,1
2021-11-11,08:55:00,8.55,3
2021-11-11,08:59:00,8.59,1
2021-11-11,08:59:00,8.59,3
2021-11-11,09:00:00,9.0,1
2021-11-11,09:00:00,9.0,3
2021-11-11,09:01:00,9.01,1
2021-11-11,09:01:00,9.01,3
2021-11-11,09:05:00,9.05,1
2021-11-12,03:19:00,3.19,3
2021-11-12,03:47:00,3.47,3
2021-11-12,03:47:00,3.47,4
2021-11-12,03:50:00,3.5,3
2021-11-12,03:50:00,3.5,4
2021-11-12,03:54:00,3.54,3
2021-11-12,03:54:00,3.54,4
2021-11-12,04:06:00,4.06,3
2021-11-12,04:06:00,4.06,4
2021-11-12,04:11:00,4.11,1
2021-11-12,04:11:00,4.11,3
2021-11-12,04:13:00,4.13,1
2021-11-12,04:13:00,4.13,3
2021-11-12,04:14:00,4.14,1
2021-11-12,04:14:00,4.14,3
2021-11-12,04:15:00,4.15,1
2021-11-12,04:15:00,4.15,3
2021-11-12,04:17:00,4.17,2
2021-11-12,04:17:00,4.17,3
2021-11-12,04:28:00,4.28,1
2021-11-12,04:28:00,4.28,2
2021-11-12,04:29:00,4.29,1
2021-11-12,04:29:00,4.29,2
2021-11-12,04:47:00,4.47,2
2021-11-12,04:47:00,4.47,3
2021-11-12,04:52:00,4.52,1
2021-11-12,04:52:00,4.52,3
2021-11-12,04:53:00,4.53,1
2021-11-12,04:53:00,4.53,3
2021-11-12,05:10:00,5.1,2
2021-11-12,05:10:00,5.1,3
2021-11-12,05:17:00,5.17,1
2021-11-12,05:17:00,5.17,2
2021-11-12,05:18:00,5.18,1
2021-11-12,05:18:00,5.18,2
2021-11-12,05:23:00,5.23,2
2021-11-12,05:23:00,5.23,3
2021-11-12,05:48:00,5.48,1
2021-11-12,05:48:00,5.48,3
2021-11-12,05:49:00,5.49,1
2021-11-12,05:49:00,5.49,2
2021-11-12,06:09:00,6.09,1
2021-11-12,06:09:00,6.09,2
2021-11-12,06:10:00,6.1,1
2021-11-12,06:10:00,6.1,3
2021-11-12,06:21:00,6.21,3
2021-11-12,06:21:00,6.21,4
2021-11-12,06:26:00,6.26,3
2021-11-12,06:26:00,6.26,4
2021-11-12,07:01:00,7.01,2
2021-11-12,07:01:00,7.01,3
2021-11-12,07:18:00,7.18,1
2021-11-12,07:18:00,7.18,2
2021-11-12,07:19:00,7.19,1
2021-11-12,07:19:00,7.19,2
2021-11-12,07:29:00,7.29,2
2021-11-12,07:29:00,7.29,3
2021-11-12,07:50:00,7.5,1
2021-11-12,07:50:00,7.5,3
2021-11-12,07:51:00,7.51,1
2021-11-12,07:51:00,7.51,2
2021-11-12,08:00:00,8.0,2
2021-11-12,08:00:00,8.0,3
2021-11-12,08:14:00,8.14,3
2021-11-12,08:14:00,8.14,4
2021-11-12,08:21:00,8.21,3
2021-11-12,08:21:00,8.21,4
2021-11-12,08:37:00,8.37,2
2021-11-12,08:37:00,8.37,3
2021-11-12,08:45:00,8.45,1
2021-11-12,08:45:00,8.45,2
2021-11-12,08:46:00,8.46,1
2021-11-12,08:46:00,8.46,3
2021-11-12,09:18:00,9.18,1
2021-11-12,09:18:00,9.18,3
2021-11-12,09:20:00,9.2,1
2021-11-12,09:20:00,9.2,2
2021-11-12,09:29:00,9.29,1
2021-11-12,09:29:00,9.29,2
2021-11-12,09:31:00,9.31,1
2021-11-12,09:31:00,9.31,3
2021-11-12,09:34:00,9.34,1
2021-11-12,09:34:00,9.34,3
2021-11-12,09:36:00,9.36,1
2021-11-12,09:36:00,9.36,2
2021-11-12,09:41:00,9.41,1
2021-11-12,09:41:00,9.41,2
2021-11-12,09:43:00,9.43,1
2021-11-12,09:43:00,9.43,2
2021-11-12,09:51:00,9.51,1
2021-11-12,09:51:00,9.51,2
2021-11-12,09:52:00,9.52,1
2021-11-12,09:52:00,9.52,2
2021-11-12,09:55:00,9.55,2
2021-11-13,03:53:00,3.53,1
2021-11-13,04:10:00,4.1,1
2021-11-13,04:10:00,4.1,3
2021-11-13,04:18:00,4.18,3
2021-11-13,04:18:00,4.18,4
2021-11-13,04:23:00,4.23,3
2021-11-13,04:23:00,4.23,4
2021-11-13,04:24:00,4.24,3
2021-11-13,04:24:00,4.24,4
2021-11-13,04:27:00,4.27,3
2021-11-13,04:27:00,4.27,4
2021-11-13,04:50:00,4.5,1
2021-11-13,04:50:00,4.5,3
2021-11-13,04:52:00,4.52,1
2021-11-13,04:52:00,4.52,2
2021-11-13,04:57:00,4.57,2
2021-11-13,04:57:00,4.57,3
2021-11-13,05:09:00,5.09,3
2021-11-13,05:09:00,5.09,4
2021-11-13,05:12:00,5.12,3
2021-11-13,05:12:00,5.12,4
2021-11-13,05:32:00,5.32,1
2021-11-13,05:32:00,5.32,3
2021-11-13,05:34:00,5.34,1
2021-11-13,05:34:00,5.34,3
2021-11-13,05:57:00,5.57,1
2021-11-13,05:57:00,5.57,3
2021-11-13,05:58:00,5.58,1
2021-11-13,05:58:00,5.58,3
2021-11-13,05:59:00,5.59,1
2021-11-13,05:59:00,5.59,3
2021-11-13,06:00:00,6.0,1
2021-11-13,06:00:00,6.0,3
2021-11-13,06:03:00,6.03,1
2021-11-13,06:03:00,6.03,3
2021-11-13,06:04:00,6.04,1
2021-11-13,06:04:00,6.04,3
2021-11-13,06:08:00,6.08,3
2021-11-13,06:08:00,6.08,4
2021-11-13,06:16:00,6.16,3
2021-11-13,06:16:00,6.16,4
2021-11-13,06:50:00,6.5,3
2021-11-13,06:50:00,6.5,4
2021-11-13,06:58:00,6.58,3
2021-11-13,06:58:00,6.58,4
2021-11-13,06:59:00,6.59,1
2021-11-13,06:59:00,6.59,3
2021-11-13,07:00:00,7.0,1
2021-11-13,07:00:00,7.0,3
2021-11-13,07:07:00,7.07,1
2021-11-13,07:07:00,7.07,3
2021-11-13,07:08:00,7.08,1
2021-11-13,07:08:00,7.08,3
2021-11-13,07:13:00,7.13,2
2021-11-13,07:13:00,7.13,3
2021-11-13,07:29:00,7.29,1
2021-11-13,07:29:00,7.29,2
2021-11-13,07:30:00,7.3,1
2021-11-13,07:30:00,7.3,2
2021-11-13,07:41:00,7.41,1
2021-11-13,07:41:00,7.41,2
2021-11-13,07:42:00,7.42,1
2021-11-13,07:42:00,7.42,2
2021-11-13,07:51:00,7.51,1
2021-11-13,07:51:00,7.51,2
2021-11-13,07:52:00,7.52,1
2021-11-13,07:52:00,7.52,3
2021-11-13,08:11:00,8.11,1
2021-11-13,08:11:00,8.11,3
2021-11-13,08:12:00,8.12,1
2021-11-13,08:12:00,8.12,3
2021-11-13,08:33:00,8.33,2
2021-11-13,08:33:00,8.33,3
2021-11-13,09:00:00,9.0,2
2021-11-13,09:00:00,9.0,3
2021-11-13,09:18:00,9.18,1
2021-11-13,09:18:00,9.18,3
2021-11-13,09:19:00,9.19,1
2021-11-13,09:19:00,9.19,3
2021-11-13,09:27:00,9.27,1
2021-11-13,09:27:00,9.27,3
2021-11-13,09:28:00,9.28,1
2021-11-13,09:28:00,9.28,3
2021-11-13,10:25:00,10.25,1
2021-11-13,10:25:00,10.25,3
2021-11-13,10:27:00,10.27,1
2021-11-13,10:27:00,10.27,3
2021-11-13,10:35:00,10.35,1
2021-11-13,10:35:00,10.35,3
2021-11-13,10:38:00,10.38,1
2021-11-13,10:38:00,10.38,2
2021-11-13,10:48:00,10.48,1
2021-11-13,10:48:00,10.48,2
2021-11-13,10:50:00,10.5,1
2021-11-13,10:50:00,10.5,3
2021-11-13,10:52:00,10.52,1
2021-11-13,10:52:00,10.52,3
2021-11-13,10:54:00,10.54,1
2021-11-13,10:54:00,10.54,3
2021-11-13,10:55:00,10.55,1
2021-11-13,10:55:00,10.55,3
2021-11-13,10:57:00,10.57,1
2021-11-13,10:57:00,10.57,3
2021-11-13,10:59:00,10.59,1
2021-11-13,10:59:00,10.59,3
2021-11-13,11:03:00,11.03,1
2021-11-14,03:14:00,3.14,1
2021-11-14,03:34:00,3.34,1
2021-11-14,03:34:00,3.34,3
2021-11-14,03:47:00,3.47,1
2021-11-14,03:47:00,3.47,3
2021-11-14,03:48:00,3.48,1
2021-11-14,03:48:00,3.48,3
2021-11-14,03:50:00,3.5,2
2021-11-14,03:50:00,3.5,3
2021-11-14,04:00:00,4.0,1
2021-11-14,04:00:00,4.0,2
2021-11-14,04:02:00,4.02,1
2021-11-14,04:02:00,4.02,3
2021-11-14,04:05:00,4.05,1
2021-11-14,04:05:00,4.05,3
2021-11-14,04:06:00,4.06,1
2021-11-14,04:06:00,4.06,2
2021-11-14,04:15:00,4.15,2
2021-11-14,04:15:00,4.15,3
2021-11-14,04:19:00,4.19,1
2021-11-14,04:19:00,4.19,3
2021-11-14,04:21:00,4.21,1
2021-11-14,04:21:00,4.21,3
2021-11-14,04:25:00,4.25,1
2021-11-14,04:25:00,4.25,3
2021-11-14,04:27:00,4.27,1
2021-11-14,04:27:00,4.27,4
2021-11-14,04:35:00,4.35,1
2021-11-14,04:35:00,4.35,4
2021-11-14,04:36:00,4.36,1
2021-11-14,04:36:00,4.36,4
2021-11-14,04:39:00,4.39,1
2021-11-14,04:39:00,4.39,4
2021-11-14,04:40:00,4.4,1
2021-11-14,04:40:00,4.4,3
2021-11-14,04:46:00,4.46,1
2021-11-14,04:46:00,4.46,3
2021-11-14,04:47:00,4.47,1
2021-11-14,04:47:00,4.47,3
2021-11-14,05:15:00,5.15,1
2021-11-14,05:15:00,5.15,3
2021-11-14,05:16:00,5.16,1
2021-11-14,05:16:00,5.16,3
2021-11-14,05:19:00,5.19,1
2021-11-14,05:19:00,5.19,3
2021-11-14,05:21:00,5.21,1
2021-11-14,05:21:00,5.21,3
2021-11-14,05:31:00,5.31,1
2021-11-14,05:31:00,5.31,3
2021-11-14,05:32:00,5.32,1
2021-11-14,05:32:00,5.32,3
2021-11-14,05:34:00,5.34,1
2021-11-14,05:34:00,5.34,3
2021-11-14,05:36:00,5.36,1
2021-11-14,05:36:00,5.36,2
2021-11-14,05:41:00,5.41,2
2021-11-14,05:41:00,5.41,3
2021-11-14,05:49:00,5.49,1
2021-11-14,05:49:00,5.49,3
2021-11-14,05:50:00,5.5,1
2021-11-14,05:50:00,5.5,3
2021-11-14,05:58:00,5.58,1
2021-11-14,05:58:00,5.58,3
2021-11-14,06:00:00,6.0,1
2021-11-14,06:00:00,6.0,3
2021-11-14,06:13:00,6.13,3
2021-11-14,06:13:00,6.13,4
2021-11-14,06:16:00,6.16,3
2021-11-14,06:16:00,6.16,4
2021-11-14,06:18:00,6.18,3
2021-11-14,06:18:00,6.18,4
2021-11-14,06:22:00,6.22,3
2021-11-14,06:22:00,6.22,4
2021-11-14,06:39:00,6.39,1
2021-11-14,06:39:00,6.39,3
2021-11-14,06:40:00,6.4,1
2021-11-14,06:40:00,6.4,3
2021-11-14,06:53:00,6.53,1
2021-11-14,06:53:00,6.53,3
2021-11-14,06:55:00,6.55,1
2021-11-14,06:55:00,6.55,2
2021-11-14,07:02:00,7.02,1
2021-11-14,07:02:00,7.02,2
2021-11-14,07:03:00,7.03,1
2021-11-14,07:03:00,7.03,3
2021-11-14,07:05:00,7.05,1
2021-11-14,07:05:00,7.05,3
2021-11-14,07:06:00,7.06,1
2021-11-14,07:06:00,7.06,2
2021-11-14,07:15:00,7.15,2
2021-11-14,07:15:00,7.15,3
2021-11-14,07:29:00,7.29,1
2021-11-14,07:29:00,7.29,3
2021-11-14,07:30:00,7.3,1
2021-11-14,07:30:00,7.3,3
2021-11-14,07:51:00,7.51,1
2021-11-14,07:51:00,7.51,3
2021-11-14,07:52:00,7.52,1
2021-11-14,07:52:00,7.52,3
2021-11-14,08:31:00,8.31,2
2021-11-14,08:31:00,8.31,3
2021-11-14,08:55:00,8.55,2
2021-11-14,08:55:00,8.55,3
2021-11-14,08:57:00,8.57,1
2021-11-14,08:57:00,8.57,3
2021-11-14,08:59:00,8.59,1
2021-11-14,08:59:00,8.59,3
2021-11-14,09:01:00,9.01,1
2021-11-14,09:01:00,9.01,3
2021-11-14,09:02:00,9.02,1
2021-11-14,09:02:00,9.02,3
2021-11-14,09:24:00,9.24,1
2021-11-14,09:24:00,9.24,3
2021-11-14,09:25:00,9.25,1
2021-11-14,09:25:00,9.25,3
2021-11-14,09:35:00,9.35,3
2021-11-14,09:35:00,9.35,4
2021-11-14,09:47:00,9.47,3
2021-11-14,09:47:00,9.47,4
2021-11-14,09:59:00,9.59,2
2021-11-14,09:59:00,9.59,3
2021-11-14,10:32:00,10.32,1
2021-11-14,10:32:00,10.32,2
2021-11-14,10:33:00,10.33,1
2021-11-14,10:33:00,10.33,3
2021-11-14,10:34:00,10.34,1
2021-11-14,10:34:00,10.34,3
2021-11-14,10:35:00,10.35,1
2021-11-14,10:35:00,10.35,3
2021-11-14,11:01:00,11.01,1
2021-11-14,11:01:00,11.01,3
2021-11-14,11:02:00,11.02,1
2021-11-14,11:02:00,11.02,3
2021-11-14,11:38:00,11.38,2
2021-11-14,11:38:00,11.38,3
2021-11-14,11:44:00,11.44,1
2021-11-14,11:44:00,11.44,2
2021-11-14,11:53:00,11.53,1
2021-11-14,11:53:00,11.53,2
2021-11-14,12:00:00,12.0,2
2021-11-14,12:00:00,12.0,3
2021-11-14,12:32:00,12.32,2
2021-11-14,12:32:00,12.32,3
2021-11-14,12:45:00,12.45,1
2021-11-14,12:45:00,12.45,2
2021-11-14,12:46:00,12.46,1
2021-11-14,12:46:00,12.46,2
2021-11-14,13:16:00,13.16,1
2021-11-14,13:16:00,13.16,2
2021-11-14,13:18:00,13.18,1
2021-11-14,13:18:00,13.18,3
2021-11-14,13:19:00,13.19,1
2021-11-14,13:19:00,13.19,3
2021-11-14,13:20:00,13.2,1
2021-11-15,05:03:00,5.03,3
2021-11-15,05:16:00,5.16,3
2021-11-15,05:16:00,5.16,4
2021-11-15,05:24:00,5.24,3
2021-11-15,05:24:00,5.24,4
2021-11-15,05:25:00,5.25,3
2021-11-15,05:25:00,5.25,4
2021-11-15,05:32:00,5.32,3
2021-11-15,05:32:00,5.32,4
2021-11-15,05:43:00,5.43,1
2021-11-15,05:43:00,5.43,3
2021-11-15,05:45:00,5.45,1
2021-11-15,05:45:00,5.45,3
2021-11-15,05:49:00,5.49,1
2021-11-15,05:49:00,5.49,3
2021-11-15,05:50:00,5.5,1
2021-11-15,05:50:00,5.5,3
2021-11-15,05:55:00,5.55,1
2021-11-15,05:55:00,5.55,3
2021-11-15,05:56:00,5.56,1
2021-11-15,05:56:00,5.56,3
2021-11-15,06:07:00,6.07,1
2021-11-15,06:07:00,6.07,3
2021-11-15,06:10:00,6.1,1
2021-11-15,06:10:00,6.1,3
2021-11-15,06:16:00,6.16,3
2021-11-15,06:16:00,6.16,4
2021-11-15,06:32:00,6.32,3
2021-11-15,06:32:00,6.32,4
2021-11-15,06:34:00,6.34,1
2021-11-15,06:34:00,6.34,3
2021-11-15,06:35:00,6.35,1
2021-11-15,06:35:00,6.35,3
2021-11-15,06:39:00,6.39,1
2021-11-15,06:39:00,6.39,3
2021-11-15,06:40:00,6.4,1
2021-11-15,06:40:00,6.4,2
2021-11-15,06:54:00,6.54,2
2021-11-15,06:54:00,6.54,3
2021-11-15,07:05:00,7.05,1
2021-11-15,07:05:00,7.05,3
2021-11-15,07:07:00,7.07,1
2021-11-15,07:07:00,7.07,3
2021-11-15,07:08:00,7.08,1
2021-11-15,07:08:00,7.08,3
2021-11-15,07:09:00,7.09,1
2021-11-15,07:09:00,7.09,3
2021-11-15,07:23:00,7.23,1
2021-11-15,07:23:00,7.23,3
2021-11-15,07:24:00,7.24,1
2021-11-15,07:24:00,7.24,3
2021-11-15,07:33:00,7.33,1
2021-11-15,07:33:00,7.33,3
2021-11-15,07:34:00,7.34,1
2021-11-15,07:34:00,7.34,3
2021-11-15,07:39:00,7.39,1
2021-11-15,07:39:00,7.39,3
2021-11-15,07:40:00,7.4,1
2021-11-15,07:40:00,7.4,3
2021-11-15,07:51:00,7.51,1
2021-11-15,07:51:00,7.51,3
2021-11-15,07:52:00,7.52,1
2021-11-15,07:52:00,7.52,3
2021-11-15,07:58:00,7.58,1
2021-11-15,07:58:00,7.58,3
2021-11-15,07:59:00,7.59,1
2021-11-15,07:59:00,7.59,3
2021-11-15,08:01:00,8.01,1
2021-11-15,08:01:00,8.01,3
2021-11-15,08:04:00,8.04,1
2021-11-15,08:04:00,8.04,2
2021-11-15,08:28:00,8.28,2
2021-11-15,08:28:00,8.28,3
2021-11-15,08:30:00,8.3,1
2021-11-15,08:30:00,8.3,3
2021-11-15,08:31:00,8.31,1
2021-11-15,08:31:00,8.31,3
2021-11-15,08:35:00,8.35,1
2021-11-15,08:35:00,8.35,3
2021-11-15,08:36:00,8.36,1
2021-11-15,08:36:00,8.36,3
2021-11-15,08:37:00,8.37,1
2021-11-15,08:37:00,8.37,3
2021-11-15,08:39:00,8.39,1
2021-11-15,08:39:00,8.39,3
2021-11-15,08:49:00,8.49,1
2021-11-15,08:49:00,8.49,3
2021-11-15,08:50:00,8.5,1
2021-11-15,08:50:00,8.5,3
2021-11-15,09:00:00,9.0,1
2021-11-15,09:00:00,9.0,3
2021-11-15,09:02:00,9.02,1
2021-11-15,09:02:00,9.02,3
2021-11-15,09:04:00,9.04,1
2021-11-15,09:04:00,9.04,3
2021-11-15,09:11:00,9.11,1
2021-11-15,09:11:00,9.11,2
2021-11-15,09:17:00,9.17,1
2021-11-15,09:17:00,9.17,2
2021-11-15,09:18:00,9.18,1
2021-11-15,09:18:00,9.18,3
2021-11-15,09:19:00,9.19,1
2021-11-15,09:19:00,9.19,3
2021-11-15,09:22:00,9.22,1
2021-11-15,09:22:00,9.22,2
2021-11-15,09:30:00,9.3,1
2021-11-15,09:30:00,9.3,2
2021-11-15,09:31:00,9.31,1
2021-11-15,09:31:00,9.31,3
2021-11-15,09:35:00,9.35,1
2021-11-15,09:35:00,9.35,3
2021-11-15,09:42:00,9.42,1
2021-11-15,09:42:00,9.42,3
2021-11-15,09:43:00,9.43,1
2021-11-15,09:43:00,9.43,3
2021-11-15,09:44:00,9.44,1
2021-11-15,09:44:00,9.44,3
2021-11-15,09:47:00,9.47,1
2021-11-15,09:47:00,9.47,3
2021-11-15,09:48:00,9.48,1
2021-11-15,09:48:00,9.48,3
2021-11-15,09:50:00,9.5,1
2021-11-15,09:50:00,9.5,3
2021-11-15,09:53:00,9.53,1
2021-11-15,09:53:00,9.53,2
2021-11-15,10:02:00,10.02,1
2021-11-15,10:02:00,10.02,2
2021-11-15,10:06:00,10.06,1
2021-11-15,10:06:00,10.06,3
2021-11-15,10:07:00,10.07,1
2021-11-15,10:07:00,10.07,3
2021-11-15,10:17:00,10.17,1
2021-11-16,03:41:00,3.41,3
2021-11-16,03:55:00,3.55,1
2021-11-16,03:55:00,3.55,3
2021-11-16,03:56:00,3.56,1
2021-11-16,03:56:00,3.56,3
2021-11-16,03:59:00,3.59,3
2021-11-16,03:59:00,3.59,4
2021-11-16,04:03:00,4.03,3
2021-11-16,04:03:00,4.03,4
2021-11-16,04:04:00,4.04,3
2021-11-16,04:04:00,4.04,4
2021-11-16,04:07:00,4.07,3
2021-11-16,04:07:00,4.07,4
2021-11-16,04:20:00,4.2,2
2021-11-16,04:20:00,4.2,3
2021-11-16,04:48:00,4.48,2
2021-11-16,04:48:00,4.48,3
2021-11-16,04:51:00,4.51,1
2021-11-16,04:51:00,4.51,3
2021-11-16,04:52:00,4.52,1
2021-11-16,04:52:00,4.52,3
2021-11-16,05:18:00,5.18,1
2021-11-16,05:18:00,5.18,3
2021-11-16,05:19:00,5.19,1
2021-11-16,05:19:00,5.19,2
2021-11-16,05:26:00,5.26,2
2021-11-16,05:26:00,5.26,3
2021-11-16,05:42:00,5.42,3
2021-11-16,05:42:00,5.42,4
2021-11-16,05:47:00,5.47,3
2021-11-16,05:47:00,5.47,4
2021-11-16,06:02:00,6.02,1
2021-11-16,06:02:00,6.02,3
2021-11-16,06:04:00,6.04,1
2021-11-16,06:04:00,6.04,3
2021-11-16,06:07:00,6.07,1
2021-11-16,06:07:00,6.07,3
2021-11-16,06:08:00,6.08,1
2021-11-16,06:08:00,6.08,3
2021-11-16,06:33:00,6.33,2
2021-11-16,06:33:00,6.33,3
2021-11-16,06:41:00,6.41,2
2021-11-16,06:41:00,6.41,3
2021-11-16,06:45:00,6.45,1
2021-11-16,06:45:00,6.45,3
2021-11-16,06:46:00,6.46,1
2021-11-16,06:46:00,6.46,3
2021-11-16,06:54:00,6.54,3
2021-11-16,06:54:00,6.54,4
2021-11-16,06:57:00,6.57,3
2021-11-16,06:57:00,6.57,4
2021-11-16,06:58:00,6.58,3
2021-11-16,06:58:00,6.58,4
2021-11-16,07:01:00,7.01,3
2021-11-16,07:01:00,7.01,4
2021-11-16,07:02:00,7.02,3
2021-11-16,07:02:00,7.02,4
2021-11-16,07:05:00,7.05,3
2021-11-16,07:05:00,7.05,4
2021-11-16,07:28:00,7.28,1
2021-11-16,07:28:00,7.28,3
2021-11-16,07:29:00,7.29,1
2021-11-16,07:29:00,7.29,3
2021-11-16,07:37:00,7.37,1
2021-11-16,07:37:00,7.37,3
2021-11-16,07:38:00,7.38,1
2021-11-16,07:38:00,7.38,3
2021-11-16,07:40:00,7.4,1
2021-11-16,07:40:00,7.4,3
2021-11-16,07:41:00,7.41,1
2021-11-16,07:41:00,7.41,2
2021-11-16,07:48:00,7.48,1
2021-11-16,07:48:00,7.48,2
2021-11-16,07:49:00,7.49,1
2021-11-16,07:49:00,7.49,3
2021-11-16,07:53:00,7.53,1
2021-11-16,07:53:00,7.53,3
2021-11-16,07:54:00,7.54,1
2021-11-16,07:54:00,7.54,2
